GD Note,TYPE,TITLE,DESCRIPTION,LATITUDE,LONGITUDE,DELAY,EXTERNALID,UUID,,Desired Altitude,Alert on Map Screen,AR Marker,Coordinates for maps,AREA,CODE,INCIDENT_ID,PRIORITY
Equipment Failure reported in Downtown,INCIDENT,Equipment Failure,Component failure at distribution station,37.53701877,-122.32462109,179,UTIL1202,,,50 ft,YES,YES,"37.53701877, -122.32462109",Downtown,UTIL,UTIL1202,Medium
Breaker Operation reported in Industrial,INCIDENT,Breaker Operation,Unexpected breaker trip detected,37.53208313,-122.32792919,40,UTIL1203,,,50 ft,YES,YES,"37.53208313, -122.32792919",Industrial,UTIL,UTIL1203,Critical
Transformer Failure reported in Suburban,INCIDENT,Transformer Failure,Multiple customers without power,37.52330911,-122.32048585,107,UTIL1204,,,50 ft,YES,YES,"37.52330911, -122.32048585",Suburban,UTIL,UTIL1204,Low
Transformer Explosion reported in Rural,INCIDENT,Transformer Explosion,Transformer explosion with fire risk,37.52053743,-122.32408903,178,UTIL1205,,,50 ft,YES,YES,"37.52053743, -122.32408903",Rural,UTIL,UTIL1205,Low
Meter Inspection reported in Downtown,INCIDENT,Meter Inspection,Routine inspection of residential meters,37.52629355,-122.32152392,166,UTIL1206,,,50 ft,YES,YES,"37.52629355, -122.32152392",Downtown,UTIL,UTIL1206,Critical
Leaning Pole reported in Downtown,INCIDENT,Leaning Pole,"Utility pole reported leaning, needs assessment",37.52133962,-122.32721739,143,UTIL1207,,,50 ft,YES,YES,"37.52133962, -122.32721739",Downtown,UTIL,UTIL1207,High
Downed Power Line reported in Industrial,INCIDENT,Downed Power Line,Live wire reported on the ground,37.52684592,-122.32652399,83,UTIL1208,,,50 ft,YES,YES,"37.52684592, -122.32652399",Industrial,UTIL,UTIL1208,Medium
Breaker Operation reported in Uptown,INCIDENT,Breaker Operation,Unexpected breaker trip detected,37.53310084,-122.33788199,14,UTIL1209,,,50 ft,YES,YES,"37.53310084, -122.33788199",Uptown,UTIL,UTIL1209,Low
Downed Power Line reported in Seaside,INCIDENT,Downed Power Line,Live wire reported on the ground,37.53834872,-122.32221178,1,UTIL1210,,,50 ft,YES,YES,"37.53834872, -122.32221178",Seaside,UTIL,UTIL1210,Medium
Substation Fire reported in Industrial,INCIDENT,Substation Fire,"Smoke reported at substation, emergency response needed",37.53107515,-122.33973623,83,UTIL1211,,,50 ft,YES,YES,"37.53107515, -122.33973623",Industrial,UTIL,UTIL1211,High
Transformer Failure reported in Industrial,INCIDENT,Transformer Failure,Multiple customers without power,37.52955275,-122.32687391,53,UTIL1212,,,50 ft,YES,YES,"37.52955275, -122.32687391",Industrial,UTIL,UTIL1212,Low
Tree Encroachment reported in Central,INCIDENT,Tree Encroachment,Vegetation near power lines requiring trimming,37.52485268,-122.32019494,193,UTIL1213,,,50 ft,YES,YES,"37.52485268, -122.32019494",Central,UTIL,UTIL1213,High
Storm Damage reported in Rural,INCIDENT,Storm Damage,Power infrastructure damaged by severe weather,37.52203793,-122.33198946,7,UTIL1214,,,50 ft,YES,YES,"37.52203793, -122.33198946",Rural,UTIL,UTIL1214,Critical
Car Hit Pole reported in Rural,INCIDENT,Car Hit Pole,Vehicle collision with utility pole,37.5302518,-122.33941682,1,UTIL1215,,,50 ft,YES,YES,"37.5302518, -122.33941682",Rural,UTIL,UTIL1215,High
Substation Fire reported in Downtown,INCIDENT,Substation Fire,"Smoke reported at substation, emergency response needed",37.53368893,-122.33176825,17,UTIL1216,,,50 ft,YES,YES,"37.53368893, -122.33176825",Downtown,UTIL,UTIL1216,Medium
Breaker Operation reported in Suburban,INCIDENT,Breaker Operation,Unexpected breaker trip detected,37.52536599,-122.32461047,80,UTIL1217,,,50 ft,YES,YES,"37.52536599, -122.32461047",Suburban,UTIL,UTIL1217,High
Low Wire reported in Industrial,INCIDENT,Low Wire,Low-hanging wire posing potential hazard,37.52766033,-122.3322081,191,UTIL1218,,,50 ft,YES,YES,"37.52766033, -122.3322081",Industrial,UTIL,UTIL1218,Low
Transformer Explosion reported in Downtown,INCIDENT,Transformer Explosion,Transformer explosion with fire risk,37.52857772,-122.32072245,139,UTIL1219,,,50 ft,YES,YES,"37.52857772, -122.32072245",Downtown,UTIL,UTIL1219,Critical
Storm Damage reported in Uptown,INCIDENT,Storm Damage,Power infrastructure damaged by severe weather,37.53225727,-122.33419876,1,UTIL1220,,,50 ft,YES,YES,"37.53225727, -122.33419876",Uptown,UTIL,UTIL1220,High
Equipment Failure reported in Suburban,INCIDENT,Equipment Failure,Component failure at distribution station,37.52777813,-122.32407799,70,UTIL1221,,,50 ft,YES,YES,"37.52777813, -122.32407799",Suburban,UTIL,UTIL1221,Low
Tree Encroachment reported in Seaside,INCIDENT,Tree Encroachment,Vegetation near power lines requiring trimming,37.53664211,-122.32989621,34,UTIL1222,,,50 ft,YES,YES,"37.53664211, -122.32989621",Seaside,UTIL,UTIL1222,Low
Breaker Operation reported in Downtown,INCIDENT,Breaker Operation,Unexpected breaker trip detected,37.52183604,-122.32941405,175,UTIL1223,,,50 ft,YES,YES,"37.52183604, -122.32941405",Downtown,UTIL,UTIL1223,Medium
Storm Damage reported in Suburban,INCIDENT,Storm Damage,Power infrastructure damaged by severe weather,37.52649401,-122.33567349,63,UTIL1224,,,50 ft,YES,YES,"37.52649401, -122.33567349",Suburban,UTIL,UTIL1224,Critical
Routine Inspection reported in Central,INCIDENT,Routine Inspection,Scheduled maintenance check,37.52941668,-122.32572732,76,UTIL1225,,,50 ft,YES,YES,"37.52941668, -122.32572732",Central,UTIL,UTIL1225,Low
Storm Damage reported in Uptown,INCIDENT,Storm Damage,Power infrastructure damaged by severe weather,37.52606152,-122.33948248,105,UTIL1226,,,50 ft,YES,YES,"37.52606152, -122.33948248",Uptown,UTIL,UTIL1226,High
Low Wire reported in Suburban,INCIDENT,Low Wire,Low-hanging wire posing potential hazard,37.52583724,-122.321426,73,UTIL1227,,,50 ft,YES,YES,"37.52583724, -122.321426",Suburban,UTIL,UTIL1227,High
Cable Fault reported in Uptown,INCIDENT,Cable Fault,Underground cable suspected fault,37.52492886,-122.32655354,9,UTIL1228,,,50 ft,YES,YES,"37.52492886, -122.32655354",Uptown,UTIL,UTIL1228,Medium
Gas Leak reported in Seaside,INCIDENT,Gas Leak,Possible gas leak detected near utility site,37.5352914,-122.3361776,200,UTIL1229,,,50 ft,YES,YES,"37.5352914, -122.3361776",Seaside,UTIL,UTIL1229,Medium
Tree Encroachment reported in Downtown,INCIDENT,Tree Encroachment,Vegetation near power lines requiring trimming,37.52340713,-122.33054497,30,UTIL1230,,,50 ft,YES,YES,"37.52340713, -122.33054497",Downtown,UTIL,UTIL1230,Critical
Transformer Failure reported in Central,INCIDENT,Transformer Failure,Multiple customers without power,37.52014745,-122.32366649,113,UTIL1231,,,50 ft,YES,YES,"37.52014745, -122.32366649",Central,UTIL,UTIL1231,Low
Transformer Explosion reported in Rural,INCIDENT,Transformer Explosion,Transformer explosion with fire risk,37.52763156,-122.33679809,58,UTIL1232,,,50 ft,YES,YES,"37.52763156, -122.33679809",Rural,UTIL,UTIL1232,Critical
Leaning Pole reported in Downtown,INCIDENT,Leaning Pole,"Utility pole reported leaning, needs assessment",37.52756415,-122.33552538,47,UTIL1233,,,50 ft,YES,YES,"37.52756415, -122.33552538",Downtown,UTIL,UTIL1233,Critical
Downed Power Line reported in Downtown,INCIDENT,Downed Power Line,Live wire reported on the ground,37.52043564,-122.33816565,95,UTIL1234,,,50 ft,YES,YES,"37.52043564, -122.33816565",Downtown,UTIL,UTIL1234,Low
Fuse Blown reported in Central,INCIDENT,Fuse Blown,Fuse replacement required at service point,37.53945523,-122.32573881,134,UTIL1235,,,50 ft,YES,YES,"37.53945523, -122.32573881",Central,UTIL,UTIL1235,Medium
Tree Encroachment reported in Downtown,INCIDENT,Tree Encroachment,Vegetation near power lines requiring trimming,37.53898892,-122.3215903,167,UTIL1236,,,50 ft,YES,YES,"37.53898892, -122.3215903",Downtown,UTIL,UTIL1236,Critical
Low Wire reported in Downtown,INCIDENT,Low Wire,Low-hanging wire posing potential hazard,37.52687962,-122.32605544,191,UTIL1237,,,50 ft,YES,YES,"37.52687962, -122.32605544",Downtown,UTIL,UTIL1237,Critical
Voltage Irregularity reported in Central,INCIDENT,Voltage Irregularity,Reports of voltage fluctuations in area,37.5299382,-122.3300755,10,UTIL1238,,,50 ft,YES,YES,"37.5299382, -122.3300755",Central,UTIL,UTIL1238,High
Tree Encroachment reported in Seaside,INCIDENT,Tree Encroachment,Vegetation near power lines requiring trimming,37.53911523,-122.33349779,131,UTIL1239,,,50 ft,YES,YES,"37.53911523, -122.33349779",Seaside,UTIL,UTIL1239,Low
Routine Inspection reported in Rural,INCIDENT,Routine Inspection,Scheduled maintenance check,37.52689742,-122.32769154,184,UTIL1240,,,50 ft,YES,YES,"37.52689742, -122.32769154",Rural,UTIL,UTIL1240,Medium
Substation Fire reported in Downtown,INCIDENT,Substation Fire,"Smoke reported at substation, emergency response needed",37.52273483,-122.33443257,184,UTIL1241,,,50 ft,YES,YES,"37.52273483, -122.33443257",Downtown,UTIL,UTIL1241,Low
Tree Encroachment reported in Central,INCIDENT,Tree Encroachment,Vegetation near power lines requiring trimming,37.53767488,-122.32969119,171,UTIL1242,,,50 ft,YES,YES,"37.53767488, -122.32969119",Central,UTIL,UTIL1242,Low
Downed Power Line reported in Rural,INCIDENT,Downed Power Line,Live wire reported on the ground,37.53184633,-122.33488814,135,UTIL1243,,,50 ft,YES,YES,"37.53184633, -122.33488814",Rural,UTIL,UTIL1243,High
Equipment Failure reported in Rural,INCIDENT,Equipment Failure,Component failure at distribution station,37.53096496,-122.33905091,103,UTIL1244,,,50 ft,YES,YES,"37.53096496, -122.33905091",Rural,UTIL,UTIL1244,Medium
Gas Leak reported in Uptown,INCIDENT,Gas Leak,Possible gas leak detected near utility site,37.53286656,-122.3369644,177,UTIL1245,,,50 ft,YES,YES,"37.53286656, -122.3369644",Uptown,UTIL,UTIL1245,Medium
Car Hit Pole reported in Seaside,INCIDENT,Car Hit Pole,Vehicle collision with utility pole,37.52805651,-122.33514711,20,UTIL1246,,,50 ft,YES,YES,"37.52805651, -122.33514711",Seaside,UTIL,UTIL1246,Low
Equipment Failure reported in Industrial,INCIDENT,Equipment Failure,Component failure at distribution station,37.5271834,-122.33480937,194,UTIL1247,,,50 ft,YES,YES,"37.5271834, -122.33480937",Industrial,UTIL,UTIL1247,Medium
Low Wire reported in Rural,INCIDENT,Low Wire,Low-hanging wire posing potential hazard,37.53178255,-122.32778081,137,UTIL1248,,,50 ft,YES,YES,"37.53178255, -122.32778081",Rural,UTIL,UTIL1248,High
Switch Malfunction reported in Downtown,INCIDENT,Switch Malfunction,Switch showing irregular voltage readings,37.52303015,-122.33976651,0,UTIL1249,,,50 ft,YES,YES,"37.52303015, -122.33976651",Downtown,UTIL,UTIL1249,Critical
Substation Fire reported in Suburban,INCIDENT,Substation Fire,"Smoke reported at substation, emergency response needed",37.53446193,-122.32635538,83,UTIL1250,,,50 ft,YES,YES,"37.53446193, -122.32635538",Suburban,UTIL,UTIL1250,Critical
Transformer Failure reported in Downtown,INCIDENT,Transformer Failure,Multiple customers without power,37.52065465,-122.32766997,187,UTIL1251,,,50 ft,YES,YES,"37.52065465, -122.32766997",Downtown,UTIL,UTIL1251,High
Breaker Operation reported in Central,INCIDENT,Breaker Operation,Unexpected breaker trip detected,37.5281592,-122.32835556,111,UTIL1252,,,50 ft,YES,YES,"37.5281592, -122.32835556",Central,UTIL,UTIL1252,High
Transformer Explosion reported in Central,INCIDENT,Transformer Explosion,Transformer explosion with fire risk,37.52000743,-122.33867407,75,UTIL1253,,,50 ft,YES,YES,"37.52000743, -122.33867407",Central,UTIL,UTIL1253,Medium
Transformer Failure reported in Central,INCIDENT,Transformer Failure,Multiple customers without power,37.53349165,-122.33506665,97,UTIL1254,,,50 ft,YES,YES,"37.53349165, -122.33506665",Central,UTIL,UTIL1254,Critical
Downed Power Line reported in Suburban,INCIDENT,Downed Power Line,Live wire reported on the ground,37.52942432,-122.33354345,151,UTIL1255,,,50 ft,YES,YES,"37.52942432, -122.33354345",Suburban,UTIL,UTIL1255,Low
Tree Encroachment reported in Uptown,INCIDENT,Tree Encroachment,Vegetation near power lines requiring trimming,37.53496651,-122.32133536,37,UTIL1256,,,50 ft,YES,YES,"37.53496651, -122.32133536",Uptown,UTIL,UTIL1256,Critical
Leaning Pole reported in Industrial,INCIDENT,Leaning Pole,"Utility pole reported leaning, needs assessment",37.52063813,-122.3392576,173,UTIL1257,,,50 ft,YES,YES,"37.52063813, -122.3392576",Industrial,UTIL,UTIL1257,Low
Breaker Operation reported in Rural,INCIDENT,Breaker Operation,Unexpected breaker trip detected,37.52127519,-122.32025473,0,UTIL1258,,,50 ft,YES,YES,"37.52127519, -122.32025473",Rural,UTIL,UTIL1258,Critical
Car Hit Pole reported in Suburban,INCIDENT,Car Hit Pole,Vehicle collision with utility pole,37.53525991,-122.32567249,149,UTIL1259,,,50 ft,YES,YES,"37.53525991, -122.32567249",Suburban,UTIL,UTIL1259,High
Breaker Operation reported in Central,INCIDENT,Breaker Operation,Unexpected breaker trip detected,37.52432845,-122.32557065,5,UTIL1260,,,50 ft,YES,YES,"37.52432845, -122.32557065",Central,UTIL,UTIL1260,Low
Fuse Blown reported in Rural,INCIDENT,Fuse Blown,Fuse replacement required at service point,37.53583881,-122.32882165,9,UTIL1261,,,50 ft,YES,YES,"37.53583881, -122.32882165",Rural,UTIL,UTIL1261,Critical
Cable Fault reported in Downtown,INCIDENT,Cable Fault,Underground cable suspected fault,37.53111172,-122.32658046,19,UTIL1262,,,50 ft,YES,YES,"37.53111172, -122.32658046",Downtown,UTIL,UTIL1262,High
Cable Fault reported in Uptown,INCIDENT,Cable Fault,Underground cable suspected fault,37.52684854,-122.32089536,88,UTIL1263,,,50 ft,YES,YES,"37.52684854, -122.32089536",Uptown,UTIL,UTIL1263,High
Equipment Failure reported in Industrial,INCIDENT,Equipment Failure,Component failure at distribution station,37.52478335,-122.32977979,112,UTIL1264,,,50 ft,YES,YES,"37.52478335, -122.32977979",Industrial,UTIL,UTIL1264,High
Fuse Blown reported in Industrial,INCIDENT,Fuse Blown,Fuse replacement required at service point,37.53048217,-122.32405828,18,UTIL1265,,,50 ft,YES,YES,"37.53048217, -122.32405828",Industrial,UTIL,UTIL1265,Critical
Gas Leak reported in Rural,INCIDENT,Gas Leak,Possible gas leak detected near utility site,37.52502589,-122.32549868,113,UTIL1266,,,50 ft,YES,YES,"37.52502589, -122.32549868",Rural,UTIL,UTIL1266,Low
Leaning Pole reported in Rural,INCIDENT,Leaning Pole,"Utility pole reported leaning, needs assessment",37.52466893,-122.3230281,191,UTIL1267,,,50 ft,YES,YES,"37.52466893, -122.3230281",Rural,UTIL,UTIL1267,Low
Gas Leak reported in Uptown,INCIDENT,Gas Leak,Possible gas leak detected near utility site,37.53030068,-122.32143938,33,UTIL1268,,,50 ft,YES,YES,"37.53030068, -122.32143938",Uptown,UTIL,UTIL1268,High
Switch Malfunction reported in Seaside,INCIDENT,Switch Malfunction,Switch showing irregular voltage readings,37.52700362,-122.33291014,90,UTIL1269,,,50 ft,YES,YES,"37.52700362, -122.33291014",Seaside,UTIL,UTIL1269,High
Switch Malfunction reported in Suburban,INCIDENT,Switch Malfunction,Switch showing irregular voltage readings,37.52837609,-122.33239386,50,UTIL1270,,,50 ft,YES,YES,"37.52837609, -122.33239386",Suburban,UTIL,UTIL1270,Low
Transformer Explosion reported in Downtown,INCIDENT,Transformer Explosion,Transformer explosion with fire risk,37.53424052,-122.32769882,198,UTIL1271,,,50 ft,YES,YES,"37.53424052, -122.32769882",Downtown,UTIL,UTIL1271,Low
Substation Fire reported in Uptown,INCIDENT,Substation Fire,"Smoke reported at substation, emergency response needed",37.52654464,-122.33364184,14,UTIL1272,,,50 ft,YES,YES,"37.52654464, -122.33364184",Uptown,UTIL,UTIL1272,High
Leaning Pole reported in Central,INCIDENT,Leaning Pole,"Utility pole reported leaning, needs assessment",37.53019346,-122.33695505,72,UTIL1273,,,50 ft,YES,YES,"37.53019346, -122.33695505",Central,UTIL,UTIL1273,Critical
Routine Inspection reported in Suburban,INCIDENT,Routine Inspection,Scheduled maintenance check,37.52673524,-122.33956986,144,UTIL1274,,,50 ft,YES,YES,"37.52673524, -122.33956986",Suburban,UTIL,UTIL1274,Medium
Transformer Failure reported in Downtown,INCIDENT,Transformer Failure,Multiple customers without power,37.52949163,-122.33212983,20,UTIL1275,,,50 ft,YES,YES,"37.52949163, -122.33212983",Downtown,UTIL,UTIL1275,High
Downed Power Line reported in Downtown,INCIDENT,Downed Power Line,Live wire reported on the ground,37.52220584,-122.3376532,160,UTIL1276,,,50 ft,YES,YES,"37.52220584, -122.3376532",Downtown,UTIL,UTIL1276,Critical
Meter Inspection reported in Suburban,INCIDENT,Meter Inspection,Routine inspection of residential meters,37.53454717,-122.32513987,148,UTIL1277,,,50 ft,YES,YES,"37.53454717, -122.32513987",Suburban,UTIL,UTIL1277,Medium
Storm Damage reported in Rural,INCIDENT,Storm Damage,Power infrastructure damaged by severe weather,37.53561822,-122.32774668,19,UTIL1278,,,50 ft,YES,YES,"37.53561822, -122.32774668",Rural,UTIL,UTIL1278,Low
Substation Fire reported in Seaside,INCIDENT,Substation Fire,"Smoke reported at substation, emergency response needed",37.53293102,-122.32774359,7,UTIL1279,,,50 ft,YES,YES,"37.53293102, -122.32774359",Seaside,UTIL,UTIL1279,Critical
Substation Fire reported in Central,INCIDENT,Substation Fire,"Smoke reported at substation, emergency response needed",37.52742527,-122.33542497,100,UTIL1280,,,50 ft,YES,YES,"37.52742527, -122.33542497",Central,UTIL,UTIL1280,Critical
Fuse Blown reported in Uptown,INCIDENT,Fuse Blown,Fuse replacement required at service point,37.53445086,-122.33868428,164,UTIL1281,,,50 ft,YES,YES,"37.53445086, -122.33868428",Uptown,UTIL,UTIL1281,Low
Switch Malfunction reported in Rural,INCIDENT,Switch Malfunction,Switch showing irregular voltage readings,37.53752214,-122.33797607,43,UTIL1282,,,50 ft,YES,YES,"37.53752214, -122.33797607",Rural,UTIL,UTIL1282,Low
Gas Leak reported in Seaside,INCIDENT,Gas Leak,Possible gas leak detected near utility site,37.52493865,-122.33895557,3,UTIL1283,,,50 ft,YES,YES,"37.52493865, -122.33895557",Seaside,UTIL,UTIL1283,Low
Leaning Pole reported in Central,INCIDENT,Leaning Pole,"Utility pole reported leaning, needs assessment",37.53284036,-122.33268025,141,UTIL1284,,,50 ft,YES,YES,"37.53284036, -122.33268025",Central,UTIL,UTIL1284,Low
Car Hit Pole reported in Rural,INCIDENT,Car Hit Pole,Vehicle collision with utility pole,37.52199345,-122.33509057,15,UTIL1285,,,50 ft,YES,YES,"37.52199345, -122.33509057",Rural,UTIL,UTIL1285,Critical
Tree Encroachment reported in Industrial,INCIDENT,Tree Encroachment,Vegetation near power lines requiring trimming,37.52877222,-122.33476582,16,UTIL1286,,,50 ft,YES,YES,"37.52877222, -122.33476582",Industrial,UTIL,UTIL1286,Critical
Car Hit Pole reported in Industrial,INCIDENT,Car Hit Pole,Vehicle collision with utility pole,37.52989082,-122.33876995,64,UTIL1287,,,50 ft,YES,YES,"37.52989082, -122.33876995",Industrial,UTIL,UTIL1287,High
Transformer Failure reported in Downtown,INCIDENT,Transformer Failure,Multiple customers without power,37.52096367,-122.32618865,157,UTIL1288,,,50 ft,YES,YES,"37.52096367, -122.32618865",Downtown,UTIL,UTIL1288,Critical
Low Wire reported in Downtown,INCIDENT,Low Wire,Low-hanging wire posing potential hazard,37.52957562,-122.32741854,108,UTIL1289,,,50 ft,YES,YES,"37.52957562, -122.32741854",Downtown,UTIL,UTIL1289,Medium
Tree Encroachment reported in Uptown,INCIDENT,Tree Encroachment,Vegetation near power lines requiring trimming,37.53493766,-122.32189235,29,UTIL1290,,,50 ft,YES,YES,"37.53493766, -122.32189235",Uptown,UTIL,UTIL1290,Medium
