GD Note,TYPE,TITLE,DESCRIPTION,LATITUDE,LONGITUDE,DELAY,EXTERNALID,UUID,Desired Altitude,Alert on Map Screen,AR Marker,Coordinates for maps,AREA,CODE,INCIDENT_ID,PRIORITY
Suspicious Person reported in Rural,INCIDENT,10-27 - Suspicious Person,Reported suspicious person at location. Additional details unknown.,37.52771446,-122.32613507,,,,50 ft,YES,YES,"37.52771446, -122.32613507",Rural,10-27,INC1005,Critical
Suspicious Package reported in Suburban,INCIDENT,10-12 - Suspicious Package,Reported suspicious package at location. Additional details unknown.,37.52839522,-122.32713368,,,,50 ft,YES,YES,"37.52839522, -122.32713368",Suburban,10-12,INC1006,Low
Attempted Suicide reported in Uptown,INCIDENT,10-31 - Attempted Suicide,Reported attempted suicide at location. Additional details unknown.,37.53429484,-122.3304004,,,,50 ft,YES,YES,"37.53429484, -122.3304004",Uptown,10-31,INC1007,Medium
Sinkhole Formation reported in Seaside,INCIDENT,10-44 - Sinkhole Formation,Reported sinkhole formation at location. Additional details unknown.,37.52841098,-122.33310628,,,,50 ft,YES,YES,"37.52841098, -122.33310628",Seaside,10-44,INC1008,High
Gas Leak reported in Uptown,INCIDENT,10-08 - Gas Leak,Reported gas leak at location. Additional details unknown.,37.52170713,-122.32985747,,,,50 ft,YES,YES,"37.52170713, -122.32985747",Uptown,10-08,INC1009,Medium
Collapsed Building reported in Central,INCIDENT,10-48 - Collapsed Building,Reported collapsed building at location. Additional details unknown.,37.53081988,-122.32105338,,,,50 ft,YES,YES,"37.53081988, -122.32105338",Central,10-48,INC1010,Low
Severe Weather Alert reported in Rural,INCIDENT,10-43 - Severe Weather Alert,Reported severe weather alert at location. Additional details unknown.,37.53036292,-122.32634526,,,,50 ft,YES,YES,"37.53036292, -122.32634526",Rural,10-43,INC1011,Medium
Wildfire Spotted reported in Rural,INCIDENT,10-46 - Wildfire Spotted,Reported wildfire spotted at location. Additional details unknown.,37.52451547,-122.32625614,,,,50 ft,YES,YES,"37.52451547, -122.32625614",Rural,10-46,INC1012,High
Lost Child reported in Rural,INCIDENT,10-30 - Lost Child,Reported lost child at location. Additional details unknown.,37.53318794,-122.32190744,,,,50 ft,YES,YES,"37.53318794, -122.32190744",Rural,10-30,INC1013,High
Structure Fire reported in Suburban,INCIDENT,10-07 - Structure Fire,Reported structure fire at location. Additional details unknown.,37.52128724,-122.33367009,,,,50 ft,YES,YES,"37.52128724, -122.33367009",Suburban,10-07,INC1014,High
Boating Accident reported in Downtown,INCIDENT,10-34 - Boating Accident,Reported boating accident at location. Additional details unknown.,37.52514915,-122.32433638,,,,50 ft,YES,YES,"37.52514915, -122.32433638",Downtown,10-34,INC1015,Critical
Domestic Dispute reported in Central,INCIDENT,10-19 - Domestic Dispute,Reported domestic dispute at location. Additional details unknown.,37.53057464,-122.33093086,,,,50 ft,YES,YES,"37.53057464, -122.33093086",Central,10-19,INC1016,Low
Trespassing Reported reported in Seaside,INCIDENT,10-16 - Trespassing Reported,Reported trespassing reported at location. Additional details unknown.,37.52631172,-122.32666827,,,,50 ft,YES,YES,"37.52631172, -122.32666827",Seaside,10-16,INC1017,Low
Chemical Spill reported in Industrial,INCIDENT,10-35 - Chemical Spill,Reported chemical spill at location. Additional details unknown.,37.53445931,-122.33179941,,,,50 ft,YES,YES,"37.53445931, -122.33179941",Industrial,10-35,INC1018,Critical
Elevator Rescue Required reported in Suburban,INCIDENT,10-49 - Elevator Rescue Required,Reported elevator rescue required at location. Additional details unknown.,37.53168822,-122.335863,,,,50 ft,YES,YES,"37.53168822, -122.335863",Suburban,10-49,INC1019,Critical
Gas Leak reported in Seaside,INCIDENT,10-08 - Gas Leak,Reported gas leak at location. Additional details unknown.,37.53042185,-122.3342413,,,,50 ft,YES,YES,"37.53042185, -122.3342413",Seaside,10-08,INC1020,High
Traffic Stop - High Risk reported in Suburban,INCIDENT,10-04 - Traffic Stop - High Risk,Reported traffic stop - high risk at location. Additional details unknown.,37.53157262,-122.32603075,,,,50 ft,YES,YES,"37.53157262, -122.32603075",Suburban,10-04,INC1021,High
Underage Drinking reported in Seaside,INCIDENT,10-29 - Underage Drinking,Reported underage drinking at location. Additional details unknown.,37.52330289,-122.33133838,,,,50 ft,YES,YES,"37.52330289, -122.33133838",Seaside,10-29,INC1022,Low
Gas Leak reported in Industrial,INCIDENT,10-08 - Gas Leak,Reported gas leak at location. Additional details unknown.,37.53233277,-122.32698378,,,,50 ft,YES,YES,"37.53233277, -122.32698378",Industrial,10-08,INC1023,Medium
Armed Robbery reported in Industrial,INCIDENT,10-03 - Armed Robbery,Reported armed robbery at location. Additional details unknown.,37.52245944,-122.33944569,,,,50 ft,YES,YES,"37.52245944, -122.33944569",Industrial,10-03,INC1024,High
Public Disturbance reported in Industrial,INCIDENT,10-18 - Public Disturbance,Reported public disturbance at location. Additional details unknown.,37.52286249,-122.32662922,,,,50 ft,YES,YES,"37.52286249, -122.32662922",Industrial,10-18,INC1025,Critical
Domestic Dispute reported in Suburban,INCIDENT,10-19 - Domestic Dispute,Reported domestic dispute at location. Additional details unknown.,37.53391641,-122.32882396,,,,50 ft,YES,YES,"37.53391641, -122.32882396",Suburban,10-19,INC1026,Medium
Vandalism in Progress reported in Industrial,INCIDENT,10-14 - Vandalism in Progress,Reported vandalism in progress at location. Additional details unknown.,37.53701254,-122.32390984,,,,50 ft,YES,YES,"37.53701254, -122.32390984",Industrial,10-14,INC1027,Critical
Landslide Reported reported in Industrial,INCIDENT,10-42 - Landslide Reported,Reported landslide reported at location. Additional details unknown.,37.52674871,-122.32847971,,,,50 ft,YES,YES,"37.52674871, -122.32847971",Industrial,10-42,INC1028,High
Radiation Alert reported in Central,INCIDENT,10-36 - Radiation Alert,Reported radiation alert at location. Additional details unknown.,37.52498304,-122.32277563,,,,50 ft,YES,YES,"37.52498304, -122.32277563",Central,10-36,INC1029,Low
Collapsed Building reported in Uptown,INCIDENT,10-48 - Collapsed Building,Reported collapsed building at location. Additional details unknown.,37.53622156,-122.33599741,,,,50 ft,YES,YES,"37.53622156, -122.33599741",Uptown,10-48,INC1030,Medium
Request for Backup reported in Uptown,INCIDENT,10-01 - Request for Backup,Reported request for backup at location. Additional details unknown.,37.53752261,-122.32920842,,,,50 ft,YES,YES,"37.53752261, -122.32920842",Uptown,10-01,INC1031,Critical
Lost Child reported in Rural,INCIDENT,10-30 - Lost Child,Reported lost child at location. Additional details unknown.,37.53046861,-122.33757711,,,,50 ft,YES,YES,"37.53046861, -122.33757711",Rural,10-30,INC1032,Critical
Vehicle Breakdown reported in Central,INCIDENT,10-50 - Vehicle Breakdown,Reported vehicle breakdown at location. Additional details unknown.,37.53598551,-122.32683314,,,,50 ft,YES,YES,"37.53598551, -122.32683314",Central,10-50,INC1033,Medium
Riot or Large Protest reported in Seaside,INCIDENT,10-33 - Riot or Large Protest,Reported riot or large protest at location. Additional details unknown.,37.52014169,-122.32767705,,,,50 ft,YES,YES,"37.52014169, -122.32767705",Seaside,10-33,INC1034,High
Suspicious Package reported in Rural,INCIDENT,10-12 - Suspicious Package,Reported suspicious package at location. Additional details unknown.,37.5367693,-122.33217445,,,,50 ft,YES,YES,"37.5367693, -122.33217445",Rural,10-12,INC1035,Low
Earthquake Damage reported in Suburban,INCIDENT,10-45 - Earthquake Damage,Reported earthquake damage at location. Additional details unknown.,37.52863909,-122.33581648,,,,50 ft,YES,YES,"37.52863909, -122.33581648",Suburban,10-45,INC1036,Critical
Mudslide Reported reported in Downtown,INCIDENT,10-38 - Mudslide Reported,Reported mudslide reported at location. Additional details unknown.,37.53197463,-122.33633956,,,,50 ft,YES,YES,"37.53197463, -122.33633956",Downtown,10-38,INC1037,Medium
Vehicle Breakdown reported in Industrial,INCIDENT,10-50 - Vehicle Breakdown,Reported vehicle breakdown at location. Additional details unknown.,37.53415093,-122.32128527,,,,50 ft,YES,YES,"37.53415093, -122.32128527",Industrial,10-50,INC1038,High
Vandalism in Progress reported in Industrial,INCIDENT,10-14 - Vandalism in Progress,Reported vandalism in progress at location. Additional details unknown.,37.52633739,-122.3335989,,,,50 ft,YES,YES,"37.52633739, -122.3335989",Industrial,10-14,INC1039,Low
Medical Emergency - Minor reported in Uptown,INCIDENT,10-10 - Medical Emergency - Minor,Reported medical emergency - minor at location. Additional details unknown.,37.53269136,-122.3383376,,,,50 ft,YES,YES,"37.53269136, -122.3383376",Uptown,10-10,INC1040,Low
Landslide Reported reported in Seaside,INCIDENT,10-42 - Landslide Reported,Reported landslide reported at location. Additional details unknown.,37.53795467,-122.32940139,,,,50 ft,YES,YES,"37.53795467, -122.32940139",Seaside,10-42,INC1041,High
Drug Activity Reported reported in Suburban,INCIDENT,10-11 - Drug Activity Reported,Reported drug activity reported at location. Additional details unknown.,37.53066428,-122.33012841,,,,50 ft,YES,YES,"37.53066428, -122.33012841",Suburban,10-11,INC1042,Low
Armed Robbery reported in Rural,INCIDENT,10-03 - Armed Robbery,Reported armed robbery at location. Additional details unknown.,37.53753829,-122.32216686,,,,50 ft,YES,YES,"37.53753829, -122.32216686",Rural,10-03,INC1043,Medium
Drowning Incident reported in Downtown,INCIDENT,10-47 - Drowning Incident,Reported drowning incident at location. Additional details unknown.,37.53011461,-122.32039834,,,,50 ft,YES,YES,"37.53011461, -122.32039834",Downtown,10-47,INC1044,Low
Chemical Spill reported in Downtown,INCIDENT,10-35 - Chemical Spill,Reported chemical spill at location. Additional details unknown.,37.53366135,-122.32386949,,,,50 ft,YES,YES,"37.53366135, -122.32386949",Downtown,10-35,INC1045,Medium
Earthquake Damage reported in Central,INCIDENT,10-45 - Earthquake Damage,Reported earthquake damage at location. Additional details unknown.,37.53994628,-122.32151507,,,,50 ft,YES,YES,"37.53994628, -122.32151507",Central,10-45,INC1046,Medium
Elevator Rescue Required reported in Industrial,INCIDENT,10-49 - Elevator Rescue Required,Reported elevator rescue required at location. Additional details unknown.,37.53919509,-122.32757905,,,,50 ft,YES,YES,"37.53919509, -122.32757905",Industrial,10-49,INC1047,Low
Street Racing Incident reported in Central,INCIDENT,10-17 - Street Racing Incident,Reported street racing incident at location. Additional details unknown.,37.53846635,-122.32881901,,,,50 ft,YES,YES,"37.53846635, -122.32881901",Central,10-17,INC1048,High
Request for Backup reported in Suburban,INCIDENT,10-01 - Request for Backup,Reported request for backup at location. Additional details unknown.,37.53915602,-122.32275881,,,,50 ft,YES,YES,"37.53915602, -122.32275881",Suburban,10-01,INC1049,Medium
Domestic Dispute reported in Downtown,INCIDENT,10-19 - Domestic Dispute,Reported domestic dispute at location. Additional details unknown.,37.53174896,-122.32399279,,,,50 ft,YES,YES,"37.53174896, -122.32399279",Downtown,10-19,INC1050,High
Public Disturbance reported in Uptown,INCIDENT,10-18 - Public Disturbance,Reported public disturbance at location. Additional details unknown.,37.52032544,-122.32568872,,,,50 ft,YES,YES,"37.52032544, -122.32568872",Uptown,10-18,INC1051,High
Trespassing Reported reported in Seaside,INCIDENT,10-16 - Trespassing Reported,Reported trespassing reported at location. Additional details unknown.,37.52005868,-122.33352284,,,,50 ft,YES,YES,"37.52005868, -122.33352284",Seaside,10-16,INC1052,High
Traffic Stop - High Risk reported in Uptown,INCIDENT,10-04 - Traffic Stop - High Risk,Reported traffic stop - high risk at location. Additional details unknown.,37.5289221,-122.33954442,,,,50 ft,YES,YES,"37.5289221, -122.33954442",Uptown,10-04,INC1053,Medium
Structure Fire reported in Industrial,INCIDENT,10-07 - Structure Fire,Reported structure fire at location. Additional details unknown.,37.52137539,-122.33326255,,,,50 ft,YES,YES,"37.52137539, -122.33326255",Industrial,10-07,INC1054,Critical
Elevator Rescue Required reported in Suburban,INCIDENT,10-49 - Elevator Rescue Required,Reported elevator rescue required at location. Additional details unknown.,37.53968559,-122.3356654,,,,50 ft,YES,YES,"37.53968559, -122.3356654",Suburban,10-49,INC1055,Critical
Drug Activity Reported reported in Uptown,INCIDENT,10-11 - Drug Activity Reported,Reported drug activity reported at location. Additional details unknown.,37.53927512,-122.3218808,,,,50 ft,YES,YES,"37.53927512, -122.3218808",Uptown,10-11,INC1056,Critical
Sinkhole Formation reported in Downtown,INCIDENT,10-44 - Sinkhole Formation,Reported sinkhole formation at location. Additional details unknown.,37.53544612,-122.33963425,,,,50 ft,YES,YES,"37.53544612, -122.33963425",Downtown,10-44,INC1057,Medium
Street Racing Incident reported in Uptown,INCIDENT,10-17 - Street Racing Incident,Reported street racing incident at location. Additional details unknown.,37.53415794,-122.33673257,,,,50 ft,YES,YES,"37.53415794, -122.33673257",Uptown,10-17,INC1058,Low
Trespassing Reported reported in Uptown,INCIDENT,10-16 - Trespassing Reported,Reported trespassing reported at location. Additional details unknown.,37.52766467,-122.32864373,,,,50 ft,YES,YES,"37.52766467, -122.32864373",Uptown,10-16,INC1059,Medium
Wildfire Spotted reported in Industrial,INCIDENT,10-46 - Wildfire Spotted,Reported wildfire spotted at location. Additional details unknown.,37.53158464,-122.32184265,,,,50 ft,YES,YES,"37.53158464, -122.32184265",Industrial,10-46,INC1060,Medium
Illegal Dumping reported in Rural,INCIDENT,10-24 - Illegal Dumping,Reported illegal dumping at location. Additional details unknown.,37.52293775,-122.32275374,,,,50 ft,YES,YES,"37.52293775, -122.32275374",Rural,10-24,INC1061,High
Bridge Collapse reported in Downtown,INCIDENT,10-37 - Bridge Collapse,Reported bridge collapse at location. Additional details unknown.,37.53305267,-122.32844505,,,,50 ft,YES,YES,"37.53305267, -122.32844505",Downtown,10-37,INC1062,Medium
Unattended Luggage reported in Downtown,INCIDENT,10-26 - Unattended Luggage,Reported unattended luggage at location. Additional details unknown.,37.52702586,-122.32592404,,,,50 ft,YES,YES,"37.52702586, -122.32592404",Downtown,10-26,INC1063,High
Underage Drinking reported in Seaside,INCIDENT,10-29 - Underage Drinking,Reported underage drinking at location. Additional details unknown.,37.52902906,-122.33633359,,,,50 ft,YES,YES,"37.52902906, -122.33633359",Seaside,10-29,INC1064,High
Structure Fire reported in Downtown,INCIDENT,10-07 - Structure Fire,Reported structure fire at location. Additional details unknown.,37.52332245,-122.32662746,,,,50 ft,YES,YES,"37.52332245, -122.32662746",Downtown,10-07,INC1065,Low
Riot or Large Protest reported in Downtown,INCIDENT,10-33 - Riot or Large Protest,Reported riot or large protest at location. Additional details unknown.,37.52104311,-122.33597638,,,,50 ft,YES,YES,"37.52104311, -122.33597638",Downtown,10-33,INC1066,Critical
Drug Activity Reported reported in Downtown,INCIDENT,10-11 - Drug Activity Reported,Reported drug activity reported at location. Additional details unknown.,37.52769426,-122.32307987,,,,50 ft,YES,YES,"37.52769426, -122.32307987",Downtown,10-11,INC1067,High
Avalanche Risk reported in Seaside,INCIDENT,10-41 - Avalanche Risk,Reported avalanche risk at location. Additional details unknown.,37.53581903,-122.33620117,,,,50 ft,YES,YES,"37.53581903, -122.33620117",Seaside,10-41,INC1068,Low
Sinkhole Formation reported in Rural,INCIDENT,10-44 - Sinkhole Formation,Reported sinkhole formation at location. Additional details unknown.,37.52440844,-122.33830844,,,,50 ft,YES,YES,"37.52440844, -122.33830844",Rural,10-44,INC1069,High
